dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,2.619854,2.645434,1.622269,2.213736,1.828525,0.315347,0.139142
0.020000,2.664381,2.651997,1.667277,2.250391,1.832711,0.209331,0.153618
0.020000,2.709530,2.659336,1.713019,2.287074,1.834190,0.073962,0.168756
0.020000,2.755281,2.667502,1.759493,2.323730,1.832775,-0.070770,0.184555
0.020000,2.801613,2.676545,1.806699,2.360294,1.828214,-0.228060,0.201010
0.020000,2.848498,2.686515,1.854633,2.396695,1.820062,-0.407616,0.218111
0.020000,2.895908,2.697463,1.903290,2.432859,1.808167,-0.594734,0.235844
0.020000,2.943632,2.709393,1.952483,2.459656,1.339846,-23.416032,0.254125
0.020000,2.991184,2.722217,2.001733,2.462507,0.142573,-59.863680,0.272747
0.020000,3.038148,2.735829,2.050631,2.444861,-0.882303,-51.243759,0.291518
0.020000,3.084392,2.750180,2.099051,2.420998,-1.193139,-15.541830,0.310348
0.020000,3.128630,2.764819,2.145647,2.329818,-4.559038,-168.294924,0.330173
0.020000,3.178777,2.783013,2.198993,2.667298,16.874038,1071.653796,0.365664
0.020000,3.227055,2.802430,2.251030,2.601832,-3.273334,-1007.368616,0.398873
0.020000,3.273458,2.822843,2.301724,2.534714,-3.355864,-4.126513,0.429708
0.020000,3.318010,2.844038,2.351061,2.466833,-3.394074,-1.910465,0.458124
0.020000,3.360759,2.865820,2.399039,2.398930,-3.395158,-0.054207,0.484122
0.020000,3.401770,2.888016,2.445671,2.331593,-3.366842,1.415792,0.507733
0.020000,3.441120,2.910469,2.490976,2.265265,-3.316375,2.523349,0.529014
0.020000,3.478894,2.933043,2.534981,2.200258,-3.250352,3.301141,0.548039
0.020000,3.515179,2.955620,2.577717,2.136778,-3.174024,3.816382,0.564895
0.020000,3.550062,2.978099,2.619216,2.074938,-3.091990,4.101703,0.579673
0.020000,3.583631,3.000390,2.659511,2.014783,-3.007728,4.213100,0.592470
0.020000,3.615966,3.022420,2.698638,1.956314,-2.923451,4.213890,0.603378
0.020000,3.647146,3.044122,2.736628,1.899489,-2.841267,4.109187,0.612492
0.020000,3.677245,3.065443,2.773512,1.844242,-2.762355,3.945599,0.619899
0.020000,3.706329,3.086335,2.809322,1.790499,-2.687165,3.759484,0.625685
0.020000,3.734462,3.106757,2.844086,1.738172,-2.616358,3.540366,0.629929
0.020000,3.761699,3.126676,2.877829,1.687173,-2.549935,3.321166,0.632705
0.020000,3.788093,3.146062,2.910578,1.637419,-2.487699,3.111791,0.634085
0.020000,3.813690,3.164891,2.942354,1.588828,-2.429531,2.908383,0.634132
0.020000,3.838532,3.183142,2.973181,1.541328,-2.375030,2.725031,0.632910
0.020000,3.862658,3.200799,3.003078,1.494852,-2.323796,2.561746,0.630474
0.020000,3.886101,3.217848,3.032065,1.449344,-2.275392,2.420160,0.626881
0.020000,3.908891,3.234278,3.060160,1.404757,-2.229326,2.303336,0.622180
0.020000,3.931056,3.250082,3.087381,1.361052,-2.185252,2.203683,0.616423
0.020000,3.952617,3.265252,3.113745,1.318203,-2.142477,2.138754,0.609657
0.020000,3.973598,3.279788,3.139269,1.276187,-2.100804,2.083639,0.601930
0.020000,3.994015,3.293688,3.163969,1.234994,-2.059621,2.059179,0.593286
0.020000,4.013887,3.306953,3.187861,1.194620,-2.018705,2.045759,0.583773
0.020000,4.033227,3.319588,3.210962,1.155070,-1.977522,2.059193,0.573437
0.020000,4.052048,3.331599,3.233289,1.116352,-1.935889,2.081649,0.562325
